message,timestamp,severity,tags,attributes
[stage-0  2/10] WORKDIR /app/,2026-03-05T12:57:37.326817937Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:f670359d6d5e72ee98e62c39bc177c05bc19525660e55bc32515f2fc07e6759e"",""inputs"":[""sha256:4c4f4ae686483e3535c4d091497ce4b696fa371f283f659a8c072831728d06f5""],""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-0  1/10] FROM ghcr.io/railwayapp/nixpacks:ubuntu-1745885067@sha256:d45c89d80e13d7ad0fd555b5130f22a866d9dd10e861f589932303ef2314c7de,2026-03-05T12:57:37.326820427Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:4c4f4ae686483e3535c4d091497ce4b696fa371f283f659a8c072831728d06f5"",""level"":""info"",""source"":""buildkit"",""type"":""vertex""}"
[stage-0  1/10] FROM ghcr.io/railwayapp/nixpacks:ubuntu-1745885067@sha256:d45c89d80e13d7ad0fd555b5130f22a866d9dd10e861f589932303ef2314c7de,2026-03-05T12:57:37.326898057Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:4c4f4ae686483e3535c4d091497ce4b696fa371f283f659a8c072831728d06f5"",""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.326568286Z"",""type"":""vertex""}"
[internal] load build context,2026-03-05T12:57:37.326960397Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:57:37.326813937Z"",""digest"":""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee"",""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.326760767Z"",""type"":""vertex""}"
[internal] load build context,2026-03-05T12:57:37.327246167Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee"",""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.327012777Z"",""type"":""vertex""}"
[stage-0  1/10] FROM ghcr.io/railwayapp/nixpacks:ubuntu-1745885067@sha256:d45c89d80e13d7ad0fd555b5130f22a866d9dd10e861f589932303ef2314c7de,2026-03-05T12:57:37.366907582Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:57:37.366683562Z"",""digest"":""sha256:4c4f4ae686483e3535c4d091497ce4b696fa371f283f659a8c072831728d06f5"",""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.326568286Z"",""type"":""vertex""}"
[internal] load build context,2026-03-05T12:57:37.609781066Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:57:37.609252695Z"",""digest"":""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee"",""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.327012777Z"",""type"":""vertex""}"
[stage-0  2/10] WORKDIR /app/,2026-03-05T12:57:37.656296187Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""cached"":true,""completed"":""2026-03-05T12:57:37.655622216Z"",""digest"":""sha256:f670359d6d5e72ee98e62c39bc177c05bc19525660e55bc32515f2fc07e6759e"",""inputs"":[""sha256:4c4f4ae686483e3535c4d091497ce4b696fa371f283f659a8c072831728d06f5""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.655622216Z"",""type"":""vertex""}"
[stage-0  3/10] COPY .nixpacks/nixpkgs-ffeebf0acf3ae8b29f8c7049cd911b9636efd7e7.nix .nixpacks/nixpkgs-ffeebf0acf3ae8b29f8c7049cd911b9636efd7e7.nix,2026-03-05T12:57:37.656301247Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""cached"":true,""completed"":""2026-03-05T12:57:37.655622216Z"",""digest"":""sha256:f34831990c3d137a1eb8ccf16ea0814f5a41dc6e24ac7266bfcfb065dab5dc3e"",""inputs"":[""sha256:f670359d6d5e72ee98e62c39bc177c05bc19525660e55bc32515f2fc07e6759e"",""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.655622216Z"",""type"":""vertex""}"
[stage-0  4/10] RUN nix-env -if .nixpacks/nixpkgs-ffeebf0acf3ae8b29f8c7049cd911b9636efd7e7.nix && nix-collect-garbage -d,2026-03-05T12:57:37.656301947Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""cached"":true,""completed"":""2026-03-05T12:57:37.655737636Z"",""digest"":""sha256:3ba3fbb896a03c78e4e186b47654a88d0af9d8770c6b758548e430e092740734"",""inputs"":[""sha256:f34831990c3d137a1eb8ccf16ea0814f5a41dc6e24ac7266bfcfb065dab5dc3e""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.655622216Z"",""type"":""vertex""}"
[stage-0  5/10] COPY . /app/.,2026-03-05T12:57:37.656306307Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:0992ccdbc09d5e5b7d9826eef94bce721015276f0e033828283bb8b1764d071e"",""inputs"":[""sha256:3ba3fbb896a03c78e4e186b47654a88d0af9d8770c6b758548e430e092740734"",""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.655880646Z"",""type"":""vertex""}"
[stage-0  5/10] COPY . /app/.,2026-03-05T12:57:38.348542735Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:57:38.348122885Z"",""digest"":""sha256:0992ccdbc09d5e5b7d9826eef94bce721015276f0e033828283bb8b1764d071e"",""inputs"":[""sha256:3ba3fbb896a03c78e4e186b47654a88d0af9d8770c6b758548e430e092740734"",""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:37.655880646Z"",""type"":""vertex""}"
"[stage-0  6/10] RUN --mount=type=cache,id=s/4717d330-c554-4e6a-b768-e58797b6ddce-/root/npm,target=/root/.npm npm i",2026-03-05T12:57:38.375314068Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967"",""inputs"":[""sha256:0992ccdbc09d5e5b7d9826eef94bce721015276f0e033828283bb8b1764d071e""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:38.374691858Z"",""type"":""vertex""}"
"npm warn config production Use `--omit=dev` instead.
",2026-03-05T12:57:39.022137247Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gY29uZmlnIHByb2R1Y3Rpb24gVXNlIGAtLW9taXQ9ZGV2YCBpbnN0ZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:57:39.022137247Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: '@vitejs/plugin-react@5.1.4',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:26.033823348Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ0B2aXRlanMvcGx1Z2luLXJlYWN0QDUuMS40JywKbnBtIHdhcm4gRUJBREVOR0lORSAgIHJlcXVpcmVkOiB7IG5vZGU6ICdeMjAuMTkuMCB8fCA+PTIyLjEyLjAnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:26.033823348Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'vite@7.3.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:26.033963339Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ3ZpdGVANy4zLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8ID49MjIuMTIuMCcgfSwKbnBtIHdhcm4gRUJBREVOR0lORSAgIGN1cnJlbnQ6IHsgbm9kZTogJ3YxOC4yMC41JywgbnBtOiAnMTAuOC4yJyB9Cm5wbSB3YXJuIEVCQURFTkdJTkUgfQo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:26.033963339Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'eslint-visitor-keys@5.0.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || ^22.13.0 || >=24' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:26.037661632Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ2VzbGludC12aXNpdG9yLWtleXNANS4wLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8IF4yMi4xMy4wIHx8ID49MjQnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:26.037661632Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"npm warn deprecated tar@6.2.1: Old versions of tar are not supported, and contain widely publicized security vulnerabilities, which have been fixed in the current version. Please update. Support for old versions may be purchased (at exorbitant rates) by contacting i@izs.me
",2026-03-05T12:58:33.184114305Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gZGVwcmVjYXRlZCB0YXJANi4yLjE6IE9sZCB2ZXJzaW9ucyBvZiB0YXIgYXJlIG5vdCBzdXBwb3J0ZWQsIGFuZCBjb250YWluIHdpZGVseSBwdWJsaWNpemVkIHNlY3VyaXR5IHZ1bG5lcmFiaWxpdGllcywgd2hpY2ggaGF2ZSBiZWVuIGZpeGVkIGluIHRoZSBjdXJyZW50IHZlcnNpb24uIFBsZWFzZSB1cGRhdGUuIFN1cHBvcnQgZm9yIG9sZCB2ZXJzaW9ucyBtYXkgYmUgcHVyY2hhc2VkIChhdCBleG9yYml0YW50IHJhdGVzKSBieSBjb250YWN0aW5nIGlAaXpzLm1lCg=="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:33.184114305Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"
added 911 packages, and audited 914 packages in 1m

146 packages are looking for funding
  run `npm fund` for details
",2026-03-05T12:58:44.162683117Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CmFkZGVkIDkxMSBwYWNrYWdlcywgYW5kIGF1ZGl0ZWQgOTE0IHBhY2thZ2VzIGluIDFtCgoxNDYgcGFja2FnZXMgYXJlIGxvb2tpbmcgZm9yIGZ1bmRpbmcKICBydW4gYG5wbSBmdW5kYCBmb3IgZGV0YWlscwo="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:44.162683117Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"
17 vulnerabilities (3 low, 2 moderate, 12 high)

To address issues that do not require attention, run:
  npm audit fix

To address all issues possible (including breaking changes), run:
  npm audit fix --force

Some issues need review, and may require choosing
a different dependency.

Run `npm audit` for details.
",2026-03-05T12:58:44.203325893Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CjE3IHZ1bG5lcmFiaWxpdGllcyAoMyBsb3csIDIgbW9kZXJhdGUsIDEyIGhpZ2gpCgpUbyBhZGRyZXNzIGlzc3VlcyB0aGF0IGRvIG5vdCByZXF1aXJlIGF0dGVudGlvbiwgcnVuOgogIG5wbSBhdWRpdCBmaXgKClRvIGFkZHJlc3MgYWxsIGlzc3VlcyBwb3NzaWJsZSAoaW5jbHVkaW5nIGJyZWFraW5nIGNoYW5nZXMpLCBydW46CiAgbnBtIGF1ZGl0IGZpeCAtLWZvcmNlCgpTb21lIGlzc3VlcyBuZWVkIHJldmlldywgYW5kIG1heSByZXF1aXJlIGNob29zaW5nCmEgZGlmZmVyZW50IGRlcGVuZGVuY3kuCgpSdW4gYG5wbSBhdWRpdGAgZm9yIGRldGFpbHMuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:44.203325893Z"",""type"":""log"",""vertex"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967""}"
"[stage-0  6/10] RUN --mount=type=cache,id=s/4717d330-c554-4e6a-b768-e58797b6ddce-/root/npm,target=/root/.npm npm i",2026-03-05T12:58:45.148590593Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:58:45.147994543Z"",""digest"":""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967"",""inputs"":[""sha256:0992ccdbc09d5e5b7d9826eef94bce721015276f0e033828283bb8b1764d071e""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:57:38.374691858Z"",""type"":""vertex""}"
[stage-0  7/10] COPY . /app/.,2026-03-05T12:58:45.164319487Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:9e66023a852db103f219a7cb4b72d3e51fde13eafc13c41859c2f5ec0a5e8fc1"",""inputs"":[""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967"",""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:58:45.163874147Z"",""type"":""vertex""}"
[stage-0  7/10] COPY . /app/.,2026-03-05T12:58:46.706514693Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""completed"":""2026-03-05T12:58:46.706038033Z"",""digest"":""sha256:9e66023a852db103f219a7cb4b72d3e51fde13eafc13c41859c2f5ec0a5e8fc1"",""inputs"":[""sha256:e3288bb14833133d53e1fc0654d78de8bc288f9a36801bf6bef72400473dd967"",""sha256:3abbf6dc3a2130aa4774feb0ca4b8bd7733ba644e53de559199d783f061696ee""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:58:45.163874147Z"",""type"":""vertex""}"
"[stage-0  8/10] RUN --mount=type=cache,id=s/4717d330-c554-4e6a-b768-e58797b6ddce-node_modules/cache,target=/app/node_modules/.cache npm install && cd extracted/app && npm install && npm run build && cd ../server && npm install && npm run build",2026-03-05T12:58:46.727176951Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""digest"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338"",""inputs"":[""sha256:9e66023a852db103f219a7cb4b72d3e51fde13eafc13c41859c2f5ec0a5e8fc1""],""level"":""info"",""source"":""buildkit"",""started"":""2026-03-05T12:58:46.726707321Z"",""type"":""vertex""}"
"npm warn config production Use `--omit=dev` instead.
",2026-03-05T12:58:47.378285824Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gY29uZmlnIHByb2R1Y3Rpb24gVXNlIGAtLW9taXQ9ZGV2YCBpbnN0ZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:47.378285824Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'eslint-visitor-keys@5.0.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || ^22.13.0 || >=24' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:48.085086335Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ2VzbGludC12aXNpdG9yLWtleXNANS4wLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8IF4yMi4xMy4wIHx8ID49MjQnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:48.085086335Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: '@vitejs/plugin-react@5.1.4',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:48.085124515Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ0B2aXRlanMvcGx1Z2luLXJlYWN0QDUuMS40JywKbnBtIHdhcm4gRUJBREVOR0lORSAgIHJlcXVpcmVkOiB7IG5vZGU6ICdeMjAuMTkuMCB8fCA+PTIyLjEyLjAnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:48.085124515Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'vite@7.3.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || >=22.12.0' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:48.092428441Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ3ZpdGVANy4zLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8ID49MjIuMTIuMCcgfSwKbnBtIHdhcm4gRUJBREVOR0lORSAgIGN1cnJlbnQ6IHsgbm9kZTogJ3YxOC4yMC41JywgbnBtOiAnMTAuOC4yJyB9Cm5wbSB3YXJuIEVCQURFTkdJTkUgfQo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:48.092428441Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
added 1 package, and audited 915 packages in 4s
",2026-03-05T12:58:51.237160546Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CmFkZGVkIDEgcGFja2FnZSwgYW5kIGF1ZGl0ZWQgOTE1IHBhY2thZ2VzIGluIDRzCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:51.237160546Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
146 packages are looking for funding
  run `npm fund` for details
",2026-03-05T12:58:51.237195536Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CjE0NiBwYWNrYWdlcyBhcmUgbG9va2luZyBmb3IgZnVuZGluZwogIHJ1biBgbnBtIGZ1bmRgIGZvciBkZXRhaWxzCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:51.237195536Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"
17 vulnerabilities (3 low, 2 moderate, 12 high)

To address issues that do not require attention, run:
  npm audit fix

To address all issues possible (including breaking changes), run:
  npm audit fix --force

Some issues need review, and may require choosing
a different dependency.

Run `npm audit` for details.
",2026-03-05T12:58:51.276274991Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""CjE3IHZ1bG5lcmFiaWxpdGllcyAoMyBsb3csIDIgbW9kZXJhdGUsIDEyIGhpZ2gpCgpUbyBhZGRyZXNzIGlzc3VlcyB0aGF0IGRvIG5vdCByZXF1aXJlIGF0dGVudGlvbiwgcnVuOgogIG5wbSBhdWRpdCBmaXgKClRvIGFkZHJlc3MgYWxsIGlzc3VlcyBwb3NzaWJsZSAoaW5jbHVkaW5nIGJyZWFraW5nIGNoYW5nZXMpLCBydW46CiAgbnBtIGF1ZGl0IGZpeCAtLWZvcmNlCgpTb21lIGlzc3VlcyBuZWVkIHJldmlldywgYW5kIG1heSByZXF1aXJlIGNob29zaW5nCmEgZGlmZmVyZW50IGRlcGVuZGVuY3kuCgpSdW4gYG5wbSBhdWRpdGAgZm9yIGRldGFpbHMuCg=="",""level"":""info"",""source"":""buildkit"",""stream"":1,""timestamp"":""2026-03-05T12:58:51.276274991Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn config production Use `--omit=dev` instead.
",2026-03-05T12:58:51.466140968Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gY29uZmlnIHByb2R1Y3Rpb24gVXNlIGAtLW9taXQ9ZGV2YCBpbnN0ZWFkLgo="",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:51.466140968Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
"npm warn EBADENGINE Unsupported engine {
npm warn EBADENGINE   package: 'eslint-visitor-keys@5.0.1',
npm warn EBADENGINE   required: { node: '^20.19.0 || ^22.13.0 || >=24' },
npm warn EBADENGINE   current: { node: 'v18.20.5', npm: '10.8.2' }
npm warn EBADENGINE }
",2026-03-05T12:58:52.158786436Z,info,"{""serviceId"":""4717d330-c554-4e6a-b768-e58797b6ddce"",""deploymentId"":null,""deploymentInstanceId"":null}","{""data"":""bnBtIHdhcm4gRUJBREVOR0lORSBVbnN1cHBvcnRlZCBlbmdpbmUgewpucG0gd2FybiBFQkFERU5HSU5FICAgcGFja2FnZTogJ2VzbGludC12aXNpdG9yLWtleXNANS4wLjEnLApucG0gd2FybiBFQkFERU5HSU5FICAgcmVxdWlyZWQ6IHsgbm9kZTogJ14yMC4xOS4wIHx8IF4yMi4xMy4wIHx8ID49MjQnIH0sCm5wbSB3YXJuIEVCQURFTkdJTkUgICBjdXJyZW50OiB7IG5vZGU6ICd2MTguMjAuNScsIG5wbTogJzEwLjguMicgfQpucG0gd2FybiBFQkFERU5HSU5FIH0K"",""level"":""info"",""source"":""buildkit"",""stream"":2,""timestamp"":""2026-03-05T12:58:52.158786436Z"",""type"":""log"",""vertex"":""sha256:7fd8f6f4aa29cd754bdb7c7deaea49ea88bbf57d0895649032330d4f7cd45338""}"
